#{"t_start": 1789427883.1638968, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
745.0,3635,18591.068483
940.0,6025,18616.855734
600.0,3499,18631.124385
545.0,2782,18642.68701
545.0,3486,18679.766317
740.0,4359,18698.508805
800.0,3509,18712.941618
575.0,3912,18729.086478
525.0,3449,18743.373333
600.0,2961,18755.94786
1070.0,6511,18784.218821
530.0,3093,18797.038706
850.0,4879,18817.245659
1050.0,6911,18846.26286
1520.0,7249,18876.724082
510.0,3377,18891.204699
600.0,3389,18905.267101
600.0,3937,18921.837418
1010.0,6667,18949.856843
545.0,3510,18965.201415
570.0,3944,18981.453706
605.0,3313,18995.051846
800.0,3509,19010.080551
605.0,3257,19023.498544
740.0,4241,19041.163605
2035.0,11864,19090.269915
600.0,3539,19104.833846
605.0,4149,19122.420366
570.0,4266,19141.434426
600.0,3649,19156.624325
545.0,3297,19170.210181
1365.0,6541,19197.388067
575.0,4233,19215.254018
600.0,3911,19231.584278
545.0,3201,19244.895942
570.0,4616,19263.890178
570.0,2910,19276.382201
555.0,3985,19292.90499
600.0,3961,19309.364524
520.0,3432,19324.464195
570.0,3664,19339.631498
1170.0,7142,19369.630654
570.0,2867,19381.491294
1290.0,6387,19408.026359
605.0,3325,19421.822422
755.0,4398,19440.423811
545.0,3274,19454.006244
550.0,3427,19468.154579
1025.0,5973,19493.57728
830.0,5177,19517.01926
520.0,4304,19535.160275
570.0,3810,19552.872234
545.0,3130,19566.303186
800.0,3489,19581.05358
545.0,3903,19597.008928
800.0,3599,19611.930039
1865.0,10667,19655.99352
300.0,2391,19665.913426
1205.0,7337,19697.413461
545.0,3649,19712.348327
1135.0,5381,19734.873174
1450.0,7051,19764.80591
545.0,3749,19780.80281
525.0,4830,19801.351978
600.0,4525,19820.308185
575.0,3095,19833.068054
605.0,3581,19848.206066
485.0,3263,19862.364061
555.0,3747,19878.273732
745.0,3514,19892.828668
795.0,5759,19916.689066
570.0,3244,19930.315322
555.0,2576,19940.978175
600.0,3141,19954.026548
430.0,2515,19964.409284
775.0,3772,19980.039266
545.0,3731,19995.702581
555.0,3201,20008.906307
805.0,3369,20023.090641
1165.0,5391,20046.535975
545.0,3061,20059.251404
930.0,5155,20081.067375
575.0,3457,20095.466291
1375.0,7241,20125.500153
1195.0,5573,20148.630715
555.0,3681,20164.176345
1145.0,6081,20189.662585
1065.0,6177,20215.286767
600.0,3449,20230.464771
1045.0,5755,20254.852109
1265.0,5933,20281.434853
950.0,6811,20309.772435
600.0,3677,20325.254011
520.0,3993,20341.99048
575.0,4233,20359.490743
560.0,3809,20375.312687
600.0,3745,20414.327882
800.0,3723,20430.078785
425.0,3583,20444.88797
415.0,3127,20457.845241
570.0,2924,20469.850135
1185.0,7301,20501.105234
520.0,3243,20514.728894
510.0,2961,20527.39639
545.0,3089,20540.142259
585.0,3713,20555.77878
570.0,3273,20569.888178
755.0,4393,20589.508524
545.0,3481,20603.88741
600.0,3477,20618.2658
490.0,3645,20633.370778
275.0,1941,20641.668686
540.0,3406,20655.932664
525.0,3599,20671.214405
545.0,3660,20687.265915
495.0,3553,20702.010482
600.0,3663,20717.347822
800.0,3873,20733.262423
550.0,3203,20746.861555
600.0,3317,20760.644083
485.0,3687,20776.994096
725.0,3295,20790.50961
1385.0,6682,20818.541257
545.0,3257,20832.106494
465.0,3273,20845.656391
570.0,3322,20859.408674
600.0,3197,20872.822125
640.0,3551,20887.827006
570.0,4759,20907.439358
580.0,3749,20923.206098
500.0,2937,20935.514126
600.0,3257,20949.686274
575.0,2618,20961.166044
1705.0,6341,20987.580569
740.0,3472,21002.028639
600.0,3173,21015.280937
600.0,3479,21029.644788
725.0,3724,21045.067511
500.0,3855,21061.177252
605.0,3363,21075.166024
765.0,4557,21094.228114
495.0,3361,21108.457277
575.0,3933,21125.094869
1040.0,5153,21147.611467
620.0,3029,21160.120259
805.0,3357,21174.057898
955.0,5537,21197.71715
600.0,4189,21215.018021
490.0,3749,21230.665926
500.0,3105,21243.565253
800.0,4249,21261.624873
575.0,3854,21277.964327
580.0,3415,21292.31281
690.0,4039,21309.421466
715.0,3413,21324.294527
495.0,4437,21342.608718
570.0,3735,21358.306204
520.0,4043,21375.010614
600.0,3557,21389.706381
1125.0,7161,21419.891777
600.0,2889,21431.900626
800.0,3573,21446.669436
555.0,3066,21459.586684
570.0,3456,21474.036783
405.0,2642,21485.003499
600.0,3507,21501.001102
490.0,3329,21514.881958
570.0,3052,21527.547315
570.0,3799,21543.297114
545.0,3411,21557.224557
600.0,3477,21572.101123
360.0,2909,21584.845943
540.0,3365,21598.751776
485.0,3973,21615.250259
495.0,3719,21630.48315
530.0,2953,21642.792076
775.0,3775,21658.641439
600.0,3529,21674.086974
945.0,5554,21697.328732
545.0,3434,21711.504722
545.0,4316,21729.578804
1185.0,6916,21758.211396
545.0,3069,21770.934124
695.0,3489,21785.361979
1055.0,6436,21812.152712
1060.0,6297,21838.61808
360.0,2975,21850.916154
570.0,3017,21864.316532
540.0,3308,21877.962835
600.0,3123,21890.724809
600.0,3761,21906.664621
485.0,2969,21918.807777
600.0,3549,21933.524857
600.0,3673,21948.615493
600.0,3571,21963.655093
525.0,3349,21977.571449
600.0,3261,21991.18345
600.0,3601,22006.220182
525.0,3883,22022.426426
770.0,3170,22036.468506
805.0,3433,22050.967391
1300.0,6945,22079.878352
575.0,2839,22091.64155
490.0,3517,22128.679739
800.0,4137,22146.345259
575.0,3048,22159.13255
600.0,4257,22176.671723
600.0,3571,22191.375602
480.0,2945,22203.926666
375.0,2515,22214.290018
655.0,3625,22230.148681
605.0,3183,22243.3824
975.0,5649,22267.088286
600.0,4539,22285.833177
545.0,3337,22299.603733
1385.0,8025,22332.457276
1115.0,6965,22361.993589
650.0,2881,22374.148679
570.0,2988,22386.650727
600.0,3461,22401.801809
525.0,3117,22414.598041
1030.0,5831,22439.212344
545.0,3554,22453.709008
425.0,2933,22465.930833
600.0,3995,22483.441946
570.0,3438,22497.978762
995.0,5613,22521.540918
485.0,3771,22537.221
1435.0,7181,22567.55376
1130.0,6469,22595.267967
540.0,3243,22608.749939
545.0,2924,22620.786936
600.0,3121,22633.586725
510.0,3217,22646.904074
1065.0,6829,22675.772056
1275.0,6063,22701.408278
570.0,3602,22716.593409
600.0,3017,22729.193677
605.0,3669,22744.400233
600.0,4067,22761.873112
570.0,3408,22777.076384
575.0,3152,22790.256883
770.0,3237,22803.825816
1230.0,6431,22830.485017
775.0,3975,22846.811941
880.0,4947,22868.098165
545.0,3710,22883.538799
575.0,4024,22900.328069
355.0,2971,22912.479105
1685.0,8424,22948.44731
515.0,3349,22962.546494
600.0,3351,22976.34632
600.0,3591,22991.175621
745.0,4525,23010.161417
515.0,3891,23026.29738
725.0,3285,23039.826319
570.0,3843,23056.264924
800.0,4115,23073.505697
605.0,3669,23088.688796
770.0,4965,23110.650232
515.0,3424,23125.7497
545.0,3349,23140.13391
1565.0,7446,23171.808209
685.0,3265,23186.997308
600.0,3907,23203.399748
540.0,3574,23218.301875
805.0,4367,23236.868327
885.0,4851,23256.984731
1350.0,7349,23287.293771
720.0,3509,23302.06281
600.0,3417,23317.017934
520.0,3824,23332.775501
850.0,5455,23355.157342
495.0,3751,23370.87314
550.0,3325,23385.569538
545.0,3581,23400.354551
750.0,3358,23414.323649
700.0,4167,23431.984821
715.0,3201,23445.322366
545.0,3158,23458.402963
600.0,4053,23475.031381
575.0,3645,23490.95812
570.0,3887,23507.466797
1005.0,5600,23530.624133
525.0,3523,23545.029651
490.0,3039,23557.91032
600.0,3385,23571.914175
570.0,3831,23587.816446
780.0,3627,23602.673144
745.0,3038,23615.251226
550.0,3294,23629.438674
800.0,3869,23645.538043
1130.0,7075,23675.653573
395.0,2503,23685.969037
545.0,3532,23700.866127
545.0,3066,23713.451258
525.0,3655,23728.40095
600.0,2737,23739.654943
575.0,3620,23754.644524
555.0,3499,23769.413752
570.0,3601,23784.379814
575.0,3015,23796.918854
530.0,3330,23810.697984
600.0,3655,23851.041815
740.0,3629,23866.311421
575.0,3237,23879.605989
600.0,3717,23894.890732
935.0,5629,23917.972443
600.0,3627,23933.516341
740.0,3510,23948.003427
560.0,4129,23965.203042
545.0,3288,23978.751283
335.0,2225,23988.201184
575.0,2746,23999.536616
570.0,3587,24014.360635
600.0,3865,24030.982768
1000.0,4197,24048.720057
740.0,3369,24062.713264
580.0,3272,24076.265652
1085.0,5905,24101.444876
545.0,3296,24115.051263
1175.0,6263,24140.835428
570.0,3715,24156.345631
465.0,3685,24171.948869
550.0,3875,24187.889528
600.0,3681,24203.188821
600.0,3495,24218.437803
575.0,3168,24231.965273
605.0,3735,24247.285728
545.0,3323,24260.95742
600.0,3947,24277.448067
800.0,3841,24294.316809
1305.0,6787,24323.283809
770.0,3516,24340.174546
570.0,3188,24355.013027
860.0,5677,24378.793356
725.0,3464,24394.10969
600.0,3447,24408.575596
775.0,3351,24422.426004
570.0,3287,24436.557543
1375.0,6998,24466.09407
980.0,6969,24495.006016
600.0,3803,24511.053807
600.0,3525,24525.904423
570.0,3547,24540.499279
605.0,3711,24555.726357
580.0,3304,24569.520044
570.0,3173,24583.805364
570.0,3562,24598.698477
570.0,4111,24615.647652
575.0,3175,24628.896823
1350.0,7109,24658.766071
575.0,2711,24669.92656
600.0,4271,24687.543488
575.0,3358,24703.224622
515.0,3382,24717.531906
600.0,3381,24731.506624
545.0,3358,24745.687542
600.0,3847,24762.706843
455.0,2933,24774.70484
470.0,3169,24787.911067
605.0,3723,24803.591866
490.0,3163,24817.144555
570.0,3350,24831.120384
515.0,3789,24846.965157
610.0,4119,24864.333097
600.0,3975,24880.63905
600.0,3713,24895.97662
480.0,3291,24909.63975
545.0,3994,24926.355317
790.0,5487,24950.059098
605.0,3689,24965.31851
745.0,3403,24979.292724
800.0,4509,24998.206697
555.0,3009,25010.862857
540.0,2960,25023.122436
435.0,3163,25036.088758
545.0,4255,25053.58824
575.0,3799,25069.78756
855.0,5269,25091.524364
570.0,3961,25107.941135
600.0,3671,25124.432693
605.0,3667,25139.747944
545.0,3182,25152.915768
570.0,2860,25164.846929
570.0,2846,25177.163084
570.0,3486,25192.397715
540.0,3224,25206.112621
600.0,3633,25221.231631
775.0,4069,25238.076951
570.0,3427,25252.290401
540.0,3683,25267.494431
370.0,2589,25278.4577
1045.0,5887,25303.872362
935.0,5409,25326.154157
540.0,3380,25340.174279
945.0,3365,25354.187721
665.0,3617,25369.143941
1400.0,6532,25396.154041
600.0,3443,25410.212838
545.0,3193,25424.031807
600.0,3381,25437.913953
600.0,3687,25453.147237
540.0,3955,25469.528935
575.0,3181,25483.929313
390.0,2583,25494.525424
1140.0,6461,25521.40558
470.0,2637,25532.523035
340.0,2277,25564.107749
600.0,3733,25579.755935
710.0,3773,25595.605446
540.0,3073,25608.390944
600.0,4063,25625.618683
600.0,3685,25640.736277
470.0,3313,25654.467888
575.0,3689,25670.730344
545.0,3187,25683.830715
570.0,3081,25696.518078
515.0,3379,25710.865257
570.0,3329,25724.780664
555.0,3217,25737.946484
1385.0,6891,25766.494002
570.0,3939,25783.207898
605.0,3559,25798.108056
1065.0,6079,25823.298597
575.0,3132,25836.24136
560.0,3716,25852.878372
540.0,3045,25865.556542
940.0,5399,25887.905526
575.0,3705,25903.202438
605.0,3649,25918.334218
750.0,3123,25931.157725
600.0,3873,25947.519857
800.0,3349,25961.571886
580.0,2647,25972.752706
745.0,3529,25987.369961
545.0,3944,26003.714541
600.0,3617,26019.036101
600.0,3475,26034.512919
545.0,3265,26048.148542
930.0,6249,26074.676875
545.0,3073,26087.991698
545.0,3367,26102.280182
605.0,3385,26116.508832
775.0,4321,26134.772405
540.0,3159,26148.072399
430.0,2771,26159.854053
745.0,3426,26174.020874
770.0,4169,26191.570842
575.0,4030,26209.162433
570.0,3481,26223.562922
200.0,1465,26229.817015
525.0,2469,26240.033641
505.0,3353,26254.004964
890.0,5567,26277.631696
570.0,4115,26294.5801
600.0,3173,26307.779553
600.0,3787,26323.550499
600.0,3377,26337.662501
955.0,5259,26359.681251
580.0,3421,26373.974547
525.0,3301,26388.595138
545.0,3122,26401.543641
570.0,3258,26414.999499
600.0,3795,26430.933539
490.0,3499,26445.188168
545.0,3209,26458.43704
550.0,3192,26471.5738
1450.0,6891,26500.492478
800.0,3577,26515.280535
575.0,3270,26528.816466
575.0,2398,26538.54895
1000.0,6487,26566.001269
550.0,3127,26579.446792
485.0,4067,26596.257282
1210.0,5613,26619.616468
800.0,3525,26634.321753
770.0,3493,26648.807695
540.0,3123,26661.728856
605.0,3719,26677.388564
210.0,2393,26687.256988
1205.0,6943,26717.571875
1260.0,5685,26741.387045
570.0,3171,26755.686507
570.0,2682,26766.809082
575.0,3816,26782.575577
570.0,4039,26799.575609
575.0,3490,26815.685789
570.0,3500,26831.035151
775.0,3123,26844.121185
540.0,3288,26857.613716
600.0,3173,26870.812518
770.0,3951,26887.159668
550.0,3386,26901.260187
740.0,3059,26914.464871
1240.0,6059,26940.666258
570.0,3493,26955.024031
770.0,3613,26970.210099
975.0,5613,26994.405596
570.0,3393,27008.459734
570.0,4163,27025.718464
770.0,3743,27041.291353
1525.0,6797,27069.634523
570.0,3447,27083.923752
1115.0,5753,27108.152441
665.0,3425,27123.307068
600.0,4051,27140.03098
1160.0,6737,27167.973248
570.0,4208,27185.251242
540.0,3885,27201.543334
545.0,2974,27213.893205
745.0,3338,27227.991624
605.0,3077,27240.871375
605.0,3585,27255.516285
600.0,3253,27294.252889
1185.0,6397,27320.866016
1210.0,6884,27349.267467
1230.0,6137,27374.633291
1230.0,6483,27401.614298
600.0,3565,27416.681359
540.0,3057,27429.261953
570.0,3584,27444.01268
430.0,2519,27454.401826
545.0,3455,27469.105889
920.0,4889,27490.174113
570.0,2810,27501.958582
770.0,3785,27517.520969
545.0,3309,27531.071764
540.0,3287,27545.067678
600.0,3703,27560.465405
605.0,3411,27574.603963
575.0,3145,27587.568707
540.0,3879,27603.536015
600.0,3459,27617.999987
540.0,3647,27633.351257
570.0,3372,27647.349282
600.0,3633,27663.270248
600.0,3537,27678.097925
1085.0,6239,27704.329202
525.0,3318,27718.461324
570.0,3480,27733.471358
745.0,2995,27745.945267
770.0,3494,27760.577282
540.0,3400,27774.908341
600.0,3923,27791.406473
545.0,3578,27806.338902
1115.0,5711,27830.128814
600.0,2965,27843.358882
540.0,3543,27857.95473
600.0,3333,27872.885807
545.0,3350,27887.201933
600.0,3947,27903.563148
570.0,4720,27923.18349
570.0,3564,27937.948145
600.0,4079,27954.768743
570.0,3516,27969.569253
1200.0,7570,28000.905039
545.0,2881,28012.893324
585.0,2910,28025.895773
600.0,3737,28041.259638
570.0,3327,28055.558208
1150.0,6701,28083.312306
1115.0,6213,28108.771277
600.0,3855,28125.118958
685.0,3221,28138.537931
600.0,4385,28156.584958
555.0,3987,28173.187891
600.0,3931,28189.821389
600.0,4563,28209.665688
220.0,1953,28217.531383
635.0,3943,28234.349376
545.0,3457,28248.613275
545.0,3797,28265.408864
770.0,3763,28281.126038
1325.0,6815,28310.070652
485.0,2981,28322.340279
570.0,3244,28335.808253
735.0,2667,28346.927294
600.0,3869,28363.323215
605.0,3085,28376.493449
715.0,3232,28390.32094
1210.0,5540,28413.320913
695.0,4391,28431.619008
740.0,4035,28448.664499
1345.0,6735,28476.777214
770.0,3751,28492.204058
570.0,3931,28508.346086
600.0,3657,28523.715804
1180.0,6675,28551.418594
550.0,3653,28567.348266
540.0,3338,28581.061587
545.0,3874,28597.209359
525.0,3115,28610.178437
545.0,3644,28625.206945
570.0,3355,28638.98493
630.0,3667,28654.321929
575.0,3572,28669.55433
600.0,3421,28683.966616
575.0,3485,28698.370857
440.0,2793,28709.785629
545.0,2887,28722.233319
555.0,3109,28735.153837
960.0,4245,28753.867808
600.0,4115,28770.952082
600.0,3173,28784.280367
770.0,3773,28800.514239
580.0,3305,28814.112934
570.0,3099,28826.811142
600.0,3917,28843.029518
390.0,2711,28854.749202
720.0,3137,28867.675511
575.0,3983,28884.102774
600.0,3697,28899.302714
530.0,3707,28914.590054
720.0,3179,28928.767626
995.0,5655,28952.40565
600.0,3633,28967.59223
545.0,3660,29002.368227
800.0,3297,29015.883223
715.0,3221,29029.412795
600.0,3413,29044.047499
540.0,3618,29058.942389
525.0,3739,29074.157021
540.0,2881,29086.157918
395.0,2412,29096.056621
355.0,2823,29108.880865
575.0,3353,29122.678296
570.0,3797,29138.419621
570.0,2782,29149.94373
570.0,2988,29162.291375
580.0,3024,29174.913109
1115.0,6263,29201.305605
415.0,2258,29210.601156
1315.0,5925,29235.137964
490.0,3585,29250.102873
570.0,3402,29264.29382
570.0,3352,29278.23002
570.0,3401,29293.248177
1025.0,6077,29318.368331
845.0,4681,29338.096701
525.0,3290,29351.636415
600.0,3401,29365.597642
920.0,5643,29389.134534
570.0,4021,29405.944004
1075.0,6947,29434.673959
800.0,4159,29452.258116
605.0,3703,29468.322709
600.0,3865,29484.686964
575.0,3156,29497.864045
1355.0,7891,29530.570368
540.0,3486,29544.948163
500.0,3307,29559.056703
1865.0,9807,29599.714148
600.0,4203,29617.014112
800.0,3905,29633.63511
600.0,3325,29648.447498
600.0,3253,29662.012033
745.0,4276,29680.134449
605.0,3983,29697.479108
1500.0,6903,29726.790237
575.0,3557,29741.624136
905.0,5839,29765.877767
745.0,3554,29780.537673
605.0,4025,29797.092498
600.0,4253,29815.012588
1180.0,7451,29847.234551
970.0,4135,29864.325715
600.0,3667,29879.889243
1205.0,7099,29909.446498
495.0,3529,29924.264696
545.0,3623,29939.128994
545.0,4199,29956.878305
575.0,3474,29971.326165
440.0,2965,29983.414855
580.0,3081,29996.191348
1155.0,6481,30024.309705
555.0,3394,30039.196904
800.0,4005,30055.905526
1225.0,7447,30086.669986
740.0,3766,30102.367543
510.0,3956,30118.604771
575.0,3817,30134.868592
575.0,3600,30149.755417
805.0,3305,30163.531403
570.0,3123,30176.381695
605.0,4185,30194.429956
770.0,3843,30210.428727
600.0,3739,30226.413141
800.0,3805,30242.212159
570.0,3431,30256.838876
1100.0,7943,30290.485114
800.0,3977,30308.330951
605.0,3653,30323.356295
1345.0,7417,30354.38502
1040.0,5343,30377.851614
570.0,3429,30392.135385
745.0,3869,30407.926312
1530.0,7053,30437.974993
470.0,3347,30453.568291
545.0,4033,30470.12948
1115.0,7439,30500.8552
570.0,3142,30513.755137
600.0,3605,30529.293502
545.0,3002,30541.725526
755.0,3230,30556.092269
800.0,4119,30573.474546
515.0,3999,30590.557986
485.0,3469,30605.22193
545.0,3255,30618.639725
600.0,3397,30632.871213
600.0,3437,30647.070021
800.0,3783,30662.961824
600.0,3937,30679.301487
915.0,5729,30730.874964
540.0,3331,30745.635057
575.0,3479,30759.946502
600.0,3565,30774.65146
775.0,4357,30792.367787
600.0,4097,30809.581263
545.0,3152,30822.809546
1090.0,6495,30849.72917
545.0,3408,30863.758236
765.0,4401,30881.871924
585.0,3125,30894.816801
800.0,3725,30910.481277
1390.0,6631,30938.825604
605.0,3521,30953.235008
1115.0,6695,30980.933774
600.0,3181,30994.415164
1170.0,7315,31024.496555
570.0,3580,31039.128889
335.0,2633,31049.96472
575.0,3436,31064.294468
800.0,4489,31083.142798
800.0,3779,31099.644788
740.0,3124,31112.490445
575.0,3473,31126.880313
1405.0,6648,31154.273314
770.0,4190,31171.908695
565.0,2931,31183.904742
600.0,3787,31199.402432
610.0,3477,31213.693731
770.0,3799,31229.352576
570.0,3963,31245.863008
1130.0,6749,31273.78207
1300.0,6637,31302.617527
570.0,4137,31319.645354
600.0,3753,31335.505354
745.0,3201,31348.698151
570.0,4277,31366.23578
545.0,3712,31381.509342
770.0,3521,31396.086636
755.0,3799,31412.10704
515.0,3493,31426.658133
780.0,3408,31440.555775
580.0,3493,31454.771077
600.0,3881,31472.476337
1295.0,6805,31502.778445
570.0,3258,31516.401127
1030.0,7071,31545.966083
545.0,3673,31561.168843
745.0,3429,31575.76484
1380.0,6024,31600.82814
410.0,3151,31613.81654
1585.0,7018,31643.956104
600.0,3253,31659.346528
600.0,3597,31677.212756
545.0,3812,31695.647958
605.0,3135,31713.038387
605.0,3635,31728.506966
570.0,3073,31741.171314
545.0,3372,31755.471438
750.0,3209,31768.66884
600.0,3787,31784.168738
600.0,3457,31798.555597
305.0,2703,31809.658503
575.0,3765,31826.204652
540.0,3351,31840.199251
500.0,3539,31854.75947
600.0,3073,31867.397386
575.0,3606,31882.290404
605.0,3631,31897.301076
550.0,3517,31911.938002
600.0,3477,31926.376066
600.0,4101,31943.338066
605.0,3949,31959.598096
630.0,3881,31975.45411
865.0,5053,31996.627916
1005.0,4553,32016.442592
720.0,3201,32029.656043
570.0,2896,32041.536088
600.0,4453,32059.918963
600.0,3245,32073.581576
575.0,2753,32084.917483
1295.0,6725,32112.605937
770.0,3344,32126.319312
895.0,5846,32150.388233
545.0,3251,32163.876189
605.0,3165,32177.129097
1000.0,3471,32192.2497
490.0,3705,32207.476614
770.0,3552,32222.030904
305.0,1959,32230.228634
770.0,3123,32243.007986
515.0,3349,32257.001951
1110.0,4867,32277.310328
1190.0,6193,32303.137338
1175.0,6273,32329.339313
800.0,3433,32343.481872
605.0,3319,32357.135234
800.0,3663,32373.618582
1075.0,5551,32397.564562
575.0,3567,32412.177433
765.0,4349,32457.476556
600.0,3345,32471.215822
540.0,3372,32485.609743
1350.0,7327,32515.731367
1310.0,6215,32541.306509
570.0,3732,32557.68047
800.0,3007,32569.97305
770.0,3437,32584.386771
600.0,3457,32598.536879
575.0,3450,32612.651512
575.0,3749,32628.316912
605.0,3267,32641.740227
310.0,2663,32652.813906
575.0,3521,32667.499392
605.0,3563,32682.151777
555.0,3473,32696.439423
1345.0,6748,32725.087973
570.0,3073,32738.398357
545.0,3623,32753.214664
600.0,3599,32767.97571
830.0,3621,32782.807772
