#{"t_start": 1789427883.1638968, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
470.0,4157,734.105051
335.0,2855,746.00878
775.0,4035,762.904976
545.0,3853,779.118635
545.0,3820,794.919072
1125.0,6985,824.105246
610.0,3349,838.765756
605.0,3787,854.618926
460.0,3165,868.32862
950.0,3709,884.322475
780.0,5083,907.444441
580.0,3435,921.660244
600.0,3777,937.385619
600.0,3751,952.758862
515.0,3639,967.94624
600.0,3501,982.475803
540.0,3358,996.440953
570.0,3437,1010.505611
545.0,3216,1024.65823
580.0,3790,1040.363541
435.0,2561,1051.151169
600.0,3457,1066.418394
580.0,3207,1079.916172
600.0,4013,1096.666872
545.0,3762,1112.54966
485.0,3395,1126.630966
575.0,3021,1139.21309
330.0,2789,1151.034501
775.0,3439,1165.186643
1435.0,7705,1198.377707
545.0,3714,1213.642662
740.0,3641,1228.993566
545.0,2945,1241.304024
545.0,3726,1256.623677
795.0,5989,1281.388817
600.0,3289,1295.050952
970.0,4374,1313.548409
600.0,3581,1328.483831
575.0,3633,1343.301379
715.0,3041,1356.032803
360.0,3015,1368.566478
600.0,3669,1385.16186
520.0,3563,1399.866152
820.0,5285,1421.729787
515.0,3707,1460.225013
500.0,3017,1473.075489
775.0,4135,1490.405675
490.0,3381,1506.897104
525.0,3799,1522.726064
580.0,3416,1537.156433
1020.0,5225,1560.049458
630.0,3733,1575.487065
1050.0,5333,1597.787977
890.0,4427,1616.556275
555.0,3140,1629.517366
575.0,3653,1644.523809
605.0,3305,1658.131571
820.0,6103,1684.302352
515.0,3767,1699.804908
605.0,3955,1715.9462
470.0,2483,1726.378548
600.0,3677,1742.560168
600.0,4357,1760.905779
1100.0,7557,1793.58027
600.0,3481,1808.168468
560.0,3407,1822.416848
550.0,4293,1840.171417
605.0,3253,1853.567659
525.0,3095,1866.373629
570.0,4646,1885.55409
800.0,3395,1899.901954
695.0,2933,1911.879988
780.0,3799,1928.400484
555.0,3429,1942.365405
520.0,3037,1954.733407
575.0,3741,1970.496874
800.0,3749,1985.717886
460.0,2865,1997.607463
475.0,3217,2010.845098
600.0,4027,2027.462274
605.0,2553,2038.101642
845.0,5229,2059.755861
555.0,3701,2074.862787
545.0,4033,2091.355327
545.0,3769,2108.127514
770.0,4487,2126.50436
570.0,3939,2142.787242
805.0,3805,2158.633098
770.0,3081,2171.28684
540.0,3482,2185.576057
705.0,3309,2199.168435
470.0,3441,2213.402359
575.0,3825,2229.448903
800.0,3433,2243.537963
570.0,3418,2257.479278
670.0,3553,2272.107319
1130.0,5681,2296.393822
515.0,3265,2309.842444
445.0,3307,2323.77671
575.0,2974,2336.242756
600.0,3479,2350.556882
605.0,3323,2364.199136
600.0,4045,2381.275744
570.0,3450,2395.541393
575.0,3877,2411.540423
425.0,3845,2427.271429
955.0,3559,2442.384525
600.0,3683,2457.60833
570.0,3505,2473.126246
775.0,3894,2489.559969
575.0,3784,2505.361913
515.0,3734,2520.586422
550.0,3657,2535.492978
575.0,2675,2546.348027
515.0,3613,2561.514784
575.0,3818,2577.06022
570.0,4129,2593.949558
1000.0,4211,2611.257257
1410.0,6985,2640.358102
600.0,3709,2656.53636
1180.0,6646,2684.899274
905.0,5819,2709.620432
560.0,3055,2722.219169
515.0,3167,2735.674114
540.0,3871,2751.830385
600.0,4887,2771.88755
605.0,2997,2784.516656
715.0,5665,2808.056706
745.0,3045,2820.544605
685.0,4479,2839.778749
515.0,3763,2855.84864
570.0,3256,2869.298747
570.0,3977,2885.543452
540.0,4503,2904.2583
630.0,3775,2920.306983
395.0,3119,2933.22678
915.0,3955,2949.354899
600.0,3789,2964.934228
360.0,2527,2975.820981
600.0,3999,2992.468962
1230.0,7929,3026.182702
575.0,3187,3039.367373
525.0,3303,3053.370222
495.0,4095,3070.264908
1430.0,7917,3103.180274
915.0,3680,3118.306096
770.0,4741,3138.194444
430.0,2967,3171.37106
600.0,4071,3188.620911
580.0,3386,3203.132457
895.0,5429,3225.64056
545.0,3857,3241.358601
570.0,4139,3258.305704
600.0,3733,3273.769889
515.0,3739,3289.32747
575.0,3401,3303.389763
805.0,4189,3320.437795
770.0,3493,3334.965011
745.0,4411,3353.206662
575.0,2995,3366.030824
570.0,3609,3381.726761
575.0,3208,3394.900529
545.0,3688,3410.111478
595.0,3951,3426.604697
135.0,1835,3434.253032
545.0,3385,3448.014203
550.0,2938,3460.753443
575.0,3459,3475.341047
560.0,3643,3490.492593
555.0,3143,3503.46841
680.0,4855,3523.704017
540.0,3764,3539.569386
490.0,4041,3557.104309
520.0,3659,3572.575507
555.0,3880,3588.986584
600.0,3923,3605.733645
1270.0,6377,3632.180856
545.0,3095,3645.079942
800.0,3739,3660.506066
770.0,4145,3677.866685
800.0,3985,3694.309612
745.0,3550,3709.090556
915.0,5101,3730.20004
615.0,3371,3745.10706
590.0,3325,3760.339717
495.0,4199,3777.96634
500.0,3939,3794.400477
570.0,4422,3812.904318
555.0,3167,3826.047449
600.0,4405,3844.269296
545.0,3108,3857.01803
745.0,3799,3873.129089
810.0,5209,3894.666012
230.0,2701,3905.764693
430.0,3121,3919.483742
600.0,4069,3936.397051
800.0,4191,3953.862665
600.0,3791,3969.571911
515.0,3552,3984.206217
745.0,3339,3998.376847
600.0,3729,4014.325379
745.0,3987,4030.871555
545.0,3247,4044.206943
670.0,3933,4060.961308
600.0,3269,4074.304591
800.0,3683,4089.52093
470.0,3249,4103.81469
600.0,3965,4120.080446
1085.0,6823,4148.66449
550.0,3913,4164.822872
550.0,3655,4179.919051
290.0,2523,4190.621675
600.0,4197,4208.044123
1000.0,5321,4229.750357
770.0,4327,4247.669221
1230.0,6243,4274.60452
845.0,6067,4300.12533
545.0,3372,4313.985866
545.0,3865,4329.850356
575.0,3748,4345.295092
565.0,2931,4358.012694
1155.0,7767,4390.317802
545.0,3976,4406.585795
600.0,3811,4422.651193
260.0,3289,4436.193758
570.0,3628,4451.173322
520.0,3609,4467.341105
780.0,5309,4490.342215
305.0,2941,4502.876828
600.0,3851,4518.861827
755.0,3925,4535.049963
545.0,3095,4548.308464
605.0,3745,4563.992615
555.0,3838,4580.046632
800.0,4487,4598.657457
330.0,3355,4612.561502
600.0,3509,4627.393399
490.0,3569,4643.154301
575.0,4269,4660.723632
510.0,2727,4671.894762
555.0,4476,4690.546585
1300.0,5547,4714.030454
800.0,3879,4730.215766
750.0,3237,4743.996619
730.0,5237,4765.892155
365.0,2768,4777.78521
605.0,3375,4791.743752
540.0,4463,4810.150215
545.0,3534,4825.588991
515.0,3349,4839.662447
695.0,3345,4853.585203
400.0,2471,4884.614503
550.0,4384,4904.825594
745.0,3507,4922.1378
600.0,3321,4938.901909
600.0,4321,4957.633773
575.0,3344,4971.76747
605.0,3853,4987.727671
600.0,4567,5007.620529
550.0,3896,5024.239712
795.0,3308,5038.182638
755.0,4763,5057.829804
320.0,3117,5070.680344
570.0,3633,5086.000344
855.0,5217,5109.00974
545.0,3281,5122.657509
600.0,3181,5135.924878
1385.0,7550,5167.540103
600.0,3261,5181.578817
695.0,3843,5197.757912
800.0,4119,5214.771734
555.0,3792,5230.586061
485.0,3197,5244.084501
930.0,5581,5267.239512
545.0,3807,5282.78213
365.0,2575,5293.73729
520.0,3808,5309.379537
525.0,3574,5324.179451
775.0,3576,5338.801785
900.0,5817,5363.9873
580.0,3212,5378.227494
600.0,3367,5392.092879
460.0,3051,5404.880387
1005.0,3629,5420.010396
1230.0,7265,5450.722706
570.0,3130,5463.616078
740.0,3742,5479.004926
540.0,3765,5494.569499
370.0,2911,5506.885101
600.0,2857,5518.568126
1140.0,7297,5549.778384
280.0,2349,5559.528651
1155.0,5699,5583.399694
605.0,4045,5600.447393
720.0,4477,5619.068539
545.0,3009,5631.449111
1700.0,7637,5662.881527
1400.0,6817,5691.723792
800.0,4045,5708.507799
800.0,3857,5724.901519
410.0,2821,5737.239384
1070.0,5213,5758.873546
605.0,3591,5773.584521
690.0,4599,5792.550525
575.0,3681,5808.24914
605.0,4075,5824.961567
575.0,3477,5839.338095
330.0,4096,5856.14714
570.0,3874,5873.602872
550.0,3797,5889.287104
545.0,3367,5903.055612
715.0,4101,5921.237636
600.0,4029,5937.94814
600.0,3985,5954.282086
575.0,2768,5965.912606
605.0,3305,5980.949904
1185.0,6525,6008.699001
760.0,3657,6023.704985
570.0,4112,6040.885735
570.0,2901,6053.096791
605.0,4007,6069.719793
570.0,3066,6082.464358
545.0,3128,6096.618222
545.0,3571,6111.697464
600.0,4235,6129.189128
605.0,3305,6142.919046
775.0,3552,6157.590435
600.0,4445,6175.950979
575.0,4587,6195.256382
660.0,3637,6210.347992
570.0,3681,6225.746666
1105.0,5225,6247.3764
600.0,3553,6262.384382
570.0,3443,6279.016455
805.0,4385,6297.659324
490.0,3815,6313.586551
1085.0,6820,6342.45746
970.0,5477,6365.342848
600.0,4297,6383.237421
545.0,3607,6398.191565
555.0,3470,6412.646983
600.0,4113,6429.952348
600.0,3875,6446.19426
805.0,3667,6462.541176
600.0,3617,6477.550828
515.0,3137,6490.698724
350.0,2375,6501.013762
190.0,1549,6507.314046
545.0,3841,6523.468684
580.0,3283,6537.327672
575.0,3346,6551.46452
1095.0,5823,6575.663146
540.0,4169,6619.212687
1010.0,6189,6646.037841
600.0,3711,6661.504276
910.0,6209,6687.470125
600.0,4515,6706.257808
805.0,3525,6720.832746
815.0,5391,6743.524787
835.0,5087,6764.614367
390.0,2867,6776.512953
800.0,3959,6793.293873
555.0,3379,6807.56268
695.0,3763,6824.095103
600.0,3549,6838.799359
800.0,3751,6854.67797
635.0,4711,6874.392334
600.0,3237,6887.774622
605.0,3631,6902.826924
1190.0,7483,6934.052798
540.0,4106,6951.352208
265.0,1953,6959.303981
770.0,3324,6973.219465
600.0,3791,6989.23631
490.0,3439,7004.618285
600.0,3237,7018.022834
540.0,3543,7032.662698
570.0,3643,7047.697953
575.0,3551,7062.762609
1095.0,7533,7094.924163
1055.0,6453,7121.898886
1150.0,6851,7150.404834
740.0,3488,7164.891926
1030.0,5681,7190.595292
555.0,3416,7204.754737
755.0,3703,7220.104653
680.0,4503,7239.128872
750.0,3449,7253.369059
545.0,3675,7268.634537
570.0,3783,7284.146831
570.0,3717,7299.899855
575.0,3273,7313.48918
575.0,3645,7328.649884
600.0,4181,7345.763996
540.0,3422,7361.309064
570.0,3521,7375.808844
695.0,3153,7388.931406
670.0,3137,7402.090802
1150.0,6777,7430.334363
520.0,3277,7443.808181
470.0,3645,7459.151528
770.0,3459,7473.414308
490.0,3393,7487.59928
895.0,4649,7506.820881
1380.0,7585,7539.048012
515.0,3095,7552.556065
525.0,3918,7568.683082
520.0,4259,7586.240923
520.0,3067,7599.515344
515.0,3675,7614.591982
420.0,3107,7627.46081
465.0,3843,7643.546006
525.0,2769,7655.294008
570.0,3512,7670.159832
295.0,2293,7679.758142
570.0,3607,7694.918875
575.0,3721,7710.749734
290.0,1945,7719.254699
915.0,5885,7744.255229
570.0,3403,7758.723076
575.0,3332,7772.654951
155.0,1547,7778.971293
1110.0,5603,7802.366868
500.0,3559,7817.620512
545.0,3934,7833.950296
740.0,4549,7852.962465
570.0,3492,7867.498681
575.0,3230,7880.964685
515.0,3895,7897.499997
540.0,3468,7912.795087
610.0,4111,7930.017209
545.0,3326,7944.304551
940.0,5333,7967.010333
555.0,3554,7981.892948
575.0,2789,7993.560232
720.0,3733,8009.155862
800.0,3353,8023.5909
585.0,3313,8037.325104
545.0,3230,8050.904856
740.0,3987,8067.973082
550.0,2923,8081.003345
545.0,3661,8097.119174
775.0,3678,8112.600915
570.0,3844,8128.582994
600.0,3829,8144.683377
805.0,3827,8160.688676
525.0,3661,8176.164235
575.0,3789,8191.918293
570.0,2945,8204.295452
600.0,3977,8220.778407
580.0,3707,8236.097389
800.0,3613,8251.040229
630.0,3531,8266.908719
570.0,3648,8282.041119
750.0,4131,8299.401405
600.0,3779,8337.941471
925.0,3328,8351.851001
545.0,3811,8367.638681
745.0,3841,8383.704426
1085.0,7401,8414.332781
575.0,3038,8426.802867
630.0,3527,8441.747397
545.0,3230,8456.092381
605.0,3645,8471.247341
495.0,3557,8486.061624
600.0,3601,8500.977543
940.0,6625,8528.765418
525.0,3062,8541.392938
1780.0,6757,8569.472457
545.0,3244,8582.874212
545.0,3180,8596.020678
575.0,3234,8609.503261
485.0,3681,8625.708565
1000.0,6079,8653.856475
495.0,3171,8667.57437
600.0,3457,8682.235923
780.0,5271,8706.171365
600.0,3985,8722.901209
600.0,4227,8740.603253
1185.0,6111,8766.101074
550.0,3457,8780.728603
605.0,3517,8795.492043
555.0,3479,8810.843072
805.0,3735,8826.278443
770.0,3859,8842.412746
550.0,3066,8855.455839
600.0,3977,8871.975281
395.0,3023,8884.289094
1205.0,7570,8915.619994
570.0,3913,8932.302229
600.0,3759,8947.712401
600.0,3433,8961.934174
545.0,3476,8976.868722
600.0,3749,8993.881363
525.0,3355,9008.465669
770.0,3557,9023.348338
495.0,3137,9036.426353
600.0,4167,9053.560791
1065.0,6753,9081.644887
550.0,4513,9100.681736
545.0,3476,9114.925215
605.0,3391,9128.974273
1715.0,6661,9156.654881
575.0,3244,9170.920731
600.0,4313,9189.370622
755.0,3852,9205.474414
1120.0,6609,9232.867545
745.0,3601,9247.88726
1010.0,6441,9274.971471
745.0,3123,9287.897085
565.0,4058,9304.9047
395.0,2613,9315.635899
600.0,4061,9332.847927
570.0,3843,9349.138101
515.0,3523,9364.193384
545.0,3491,9378.692493
860.0,4455,9397.60723
570.0,3465,9412.141052
715.0,3179,9425.444607
600.0,3669,9440.588048
770.0,3933,9457.041835
570.0,4919,9478.202935
800.0,3995,9494.923195
605.0,3137,9508.033499
945.0,3386,9522.295108
430.0,3419,9537.499319
1220.0,6535,9565.066277
1200.0,6383,9591.747572
540.0,3415,9606.212131
575.0,3066,9619.012125
490.0,3915,9635.682378
545.0,3847,9651.839614
600.0,3467,9666.333822
570.0,3433,9680.53446
570.0,3428,9695.287346
600.0,3867,9712.072316
575.0,3166,9725.4716
860.0,5551,9748.615923
570.0,3319,9762.359631
600.0,4373,9780.779069
570.0,3699,9796.367584
570.0,3568,9811.014199
580.0,2931,9823.433496
1000.0,4541,9842.224962
545.0,3474,9856.598575
540.0,3180,9870.596055
835.0,5393,9894.480364
570.0,3089,9907.594627
645.0,4199,9925.008713
710.0,5475,9948.264043
720.0,3841,9964.418172
740.0,3286,9978.106848
1040.0,6433,10004.715536
570.0,3475,10019.377453
600.0,3931,10056.701715
775.0,3599,10072.05023
735.0,4615,10092.09996
1130.0,5877,10117.147462
600.0,3761,10132.738255
545.0,3615,10147.726354
685.0,4779,10167.450978
570.0,3690,10183.128056
605.0,3511,10197.632117
575.0,3808,10213.309005
600.0,3897,10229.361948
575.0,3244,10242.895894
1040.0,6121,10269.525752
800.0,3787,10285.238494
555.0,2775,10296.870537
770.0,4291,10314.746119
1000.0,4229,10332.648765
575.0,3095,10345.534706
545.0,3154,10358.52141
465.0,3103,10371.283832
570.0,3251,10384.927804
600.0,3777,10400.546813
575.0,4145,10417.710536
570.0,3887,10433.877665
290.0,2087,10443.661737
800.0,3797,10459.493824
555.0,3308,10473.302916
575.0,3663,10488.508039
515.0,3497,10502.987587
575.0,3053,10515.555376
275.0,2393,10525.611286
600.0,3415,10539.836338
775.0,3937,10556.121758
630.0,4109,10573.210931
575.0,3726,10588.904425
515.0,3507,10603.535806
505.0,3043,10616.301633
605.0,3379,10631.083568
575.0,3726,10646.997662
600.0,3595,10662.549235
575.0,3072,10675.514898
1180.0,3557,10690.423671
605.0,3881,10707.080881
555.0,2668,10718.264114
1360.0,6645,10746.09436
600.0,4191,10763.523404
745.0,3497,10778.776206
715.0,3137,10792.255621
575.0,3865,10809.190269
555.0,2625,10820.217128
380.0,2817,10831.934671
515.0,3581,10847.026949
570.0,3223,10860.537222
360.0,2385,10870.258315
605.0,3081,10883.102374
440.0,3853,10899.037536
575.0,3669,10914.499392
515.0,3265,10928.100762
475.0,2969,10940.335763
570.0,3621,10955.396478
720.0,3541,10970.254569
775.0,3199,10984.558722
605.0,2885,10996.519903
550.0,3154,11009.644839
1065.0,5895,11034.439214
1400.0,6579,11062.257747
515.0,4113,11079.274881
600.0,3565,11094.006967
545.0,3654,11109.184467
570.0,3422,11123.799025
745.0,3373,11137.88703
600.0,4027,11154.579913
600.0,4065,11172.26669
570.0,4551,11191.317055
670.0,3379,11205.426167
375.0,2476,11215.715873
460.0,4097,11232.885588
545.0,3501,11247.364109
745.0,4033,11264.378336
570.0,4401,11282.657625
600.0,3919,11298.997649
570.0,3009,11311.693131
570.0,3496,11326.305492
600.0,3117,11339.212533
520.0,2999,11352.509059
380.0,2609,11363.156813
600.0,4013,11380.260173
1065.0,7151,11410.135958
340.0,2474,11420.336105
710.0,5313,11442.584588
545.0,3756,11458.176919
600.0,3343,11472.096282
545.0,3146,11485.094625
605.0,3465,11499.364863
600.0,3217,11512.66328
780.0,3482,11528.179688
545.0,2679,11539.563251
825.0,5753,11563.746664
550.0,2939,11576.192692
575.0,2911,11588.206684
600.0,3629,11603.570367
570.0,3375,11617.478054
775.0,3137,11630.591069
575.0,4059,11647.501317
1000.0,4919,11668.970155
1270.0,6849,11698.257305
970.0,3422,11713.60055
600.0,3653,11728.918601
1020.0,6027,11776.809431
1075.0,6163,11803.380727
600.0,3363,11817.530688
775.0,4125,11834.491952
535.0,3602,11849.858909
915.0,3606,11864.859133
550.0,4033,11881.567985
465.0,3401,11896.405271
605.0,3645,11911.994661
600.0,3161,11925.300517
600.0,3789,11941.074006
800.0,3651,11956.254924
690.0,4255,11973.806098
600.0,2997,11986.782262
385.0,2875,11998.605761
575.0,3972,12015.01311
605.0,3397,12029.003222
1030.0,4863,12049.560212
575.0,3180,12062.754054
600.0,3587,12078.963554
1130.0,7919,12112.133427
575.0,3088,12125.155204
600.0,3565,12140.276571
800.0,3989,12157.097139
570.0,3729,12172.872792
540.0,3116,12186.332144
575.0,3491,12200.788466
605.0,3341,12214.689197
515.0,2965,12227.558724
540.0,3038,12240.253763
575.0,3593,12256.086287
390.0,2871,12267.992829
705.0,4467,12288.902069
600.0,3709,12306.050567
600.0,3129,12319.278942
600.0,3445,12333.692995
610.0,3163,12346.6791
600.0,3653,12361.952498
575.0,3242,12375.82901
540.0,3258,12389.52825
1080.0,6657,12417.165102
575.0,3497,12432.34848
570.0,3209,12445.80908
545.0,3135,12459.13387
600.0,3489,12473.723094
575.0,3625,12488.768223
575.0,2633,12499.681414
1350.0,7523,12531.053104
600.0,3723,12546.502735
600.0,3703,12562.14879
605.0,3595,12577.534154
570.0,3365,12592.010294
320.0,2991,12604.552819
785.0,4443,12624.298515
515.0,3221,12638.296403
600.0,3797,12654.174649
600.0,3665,12669.544464
575.0,4270,12687.527627
955.0,5153,12709.159591
570.0,4121,12726.252018
600.0,4063,12743.139928
545.0,3942,12759.959203
835.0,5239,12781.837325
335.0,2519,12792.7559
1065.0,7064,12822.93873
600.0,4373,12841.274344
600.0,4045,12858.12307
600.0,3449,12872.503933
580.0,3611,12887.765689
570.0,2896,12899.977537
605.0,3299,12913.729235
440.0,3485,12928.183587
890.0,5999,12953.577826
685.0,3857,12969.57784
720.0,4029,12987.171573
580.0,3329,13001.102149
745.0,3521,13015.759334
600.0,3695,13031.290492
465.0,3297,13045.071924
570.0,3919,13061.338769
770.0,3447,13075.821013
570.0,2846,13087.637184
570.0,3794,13103.70666
600.0,3081,13116.556651
545.0,3038,13129.268111
775.0,3872,13145.333631
575.0,3095,13159.449732
515.0,3311,13173.557914
600.0,3261,13187.179709
1010.0,6067,13212.302347
580.0,3189,13225.51646
1350.0,7343,13256.442528
525.0,2731,13267.729475
880.0,5315,13289.723239
600.0,4129,13307.34516
545.0,3308,13321.267148
575.0,2981,13333.697831
575.0,3943,13351.121726
800.0,3497,13366.322788
800.0,4415,13384.719758
770.0,3663,13400.101807
600.0,3325,13414.367635
600.0,3997,13431.056675
725.0,3433,13445.244526
545.0,2917,13457.391502
600.0,3941,13474.355157
485.0,3827,13515.217907
580.0,3308,13529.798945
190.0,1483,13535.893034
520.0,3751,13551.475858
1115.0,7335,13582.302365
575.0,3963,13598.84525
800.0,3685,13614.208176
590.0,2973,13626.47256
600.0,3609,13641.819973
695.0,3825,13657.822341
695.0,3927,13674.265754
525.0,3627,13689.34585
800.0,3169,13704.076294
845.0,4965,13724.814461
800.0,4193,13742.164815
600.0,3925,13758.32556
770.0,4005,13775.079814
545.0,4302,13793.011838
550.0,4316,13810.7386
775.0,3709,13826.450398
570.0,3571,13841.219872
545.0,4484,13859.70745
545.0,2785,13871.331286
775.0,4061,13889.126939
600.0,3293,13902.953272
600.0,3869,13919.125779
600.0,3679,13934.318098
600.0,3561,13949.041467
540.0,3329,13962.785496
770.0,3732,13978.290308
600.0,3721,13993.997819
570.0,3986,14010.35417
600.0,4373,14028.587522
605.0,3629,14043.892738
570.0,3941,14060.812525
1105.0,6419,14087.791301
570.0,4027,14104.460907
770.0,5059,14125.57833
600.0,3197,14138.890831
575.0,3633,14153.907223
575.0,3283,14167.388043
555.0,3368,14181.281371
770.0,4159,14198.600118
600.0,3865,14214.803125
975.0,5493,14237.499844
525.0,3746,14253.886483
575.0,3779,14270.152228
635.0,4397,14288.382428
515.0,3463,14302.616924
600.0,2973,14314.985429
570.0,3415,14329.51194
525.0,2689,14340.663444
600.0,3923,14356.982059
800.0,4095,14374.205986
520.0,3113,14387.65906
540.0,3894,14404.190173
605.0,4023,14421.024379
1265.0,6911,14450.737027
1500.0,6709,14478.536446
525.0,3143,14491.869593
570.0,3472,14506.75567
510.0,2833,14518.503915
540.0,3319,14532.184705
520.0,3451,14546.425177
575.0,3767,14562.365423
930.0,4531,14581.169622
605.0,3433,14595.326113
600.0,3519,14610.872
1060.0,5993,14636.128121
730.0,3517,14650.80451
605.0,3673,14666.039609
600.0,3695,14681.453276
1145.0,5505,14704.273571
545.0,2974,14717.12289
600.0,3537,14731.528968
1155.0,6844,14762.738446
600.0,3725,14778.309314
975.0,5095,14801.221271
605.0,3181,14814.683234
1050.0,6531,14842.05391
600.0,3979,14858.580604
975.0,3379,14872.6619
575.0,3108,14885.702468
585.0,2533,14897.038679
575.0,2874,14909.026703
800.0,3693,14924.386812
575.0,3269,14937.858199
1350.0,5889,14962.356647
570.0,3352,14977.224062
545.0,3287,14991.12177
665.0,3255,15004.633728
545.0,4122,15021.784672
1140.0,5719,15045.720449
800.0,3881,15061.807181
1090.0,6131,15087.483277
915.0,6241,15113.697915
600.0,3797,15129.251685
1250.0,6169,15155.651181
600.0,3301,15170.061996
1130.0,5893,15194.538242
600.0,3625,15233.140302
610.0,3441,15247.47464
570.0,3648,15262.959297
555.0,3938,15280.521199
575.0,4095,15298.426846
580.0,2796,15310.524458
770.0,3294,15324.259755
745.0,4261,15343.452701
725.0,4047,15360.4324
1140.0,6475,15387.666515
555.0,3121,15400.71772
600.0,4101,15417.846112
600.0,3821,15434.208655
380.0,2541,15444.598274
800.0,4403,15463.175329
800.0,4175,15480.661518
545.0,3569,15496.044913
600.0,3425,15511.066904
575.0,3101,15524.44639
1050.0,5335,15546.809087
745.0,3465,15561.372764
480.0,2945,15574.136751
800.0,4465,15592.729095
600.0,3607,15607.622268
895.0,4725,15627.169878
785.0,5028,15648.606779
600.0,3823,15664.464262
325.0,3129,15677.196647
520.0,4141,15695.533771
570.0,3475,15710.250469
530.0,3491,15724.629621
545.0,3525,15739.326157
775.0,3742,15755.260935
575.0,3209,15768.700875
575.0,3662,15783.85599
600.0,3633,15798.923677
1430.0,6015,15824.035234
600.0,3241,15837.562188
575.0,3130,15851.00563
550.0,3209,15864.342744
1175.0,6385,15892.774019
570.0,4063,15911.883496
1185.0,6060,15939.010217
1050.0,6203,15967.813313
805.0,3893,15984.431088
555.0,3809,16000.31878
575.0,3431,16014.470317
875.0,5089,16036.011084
800.0,3529,16050.743344
795.0,6009,16076.740952
800.0,4331,16094.728551
805.0,3863,16110.924328
255.0,2367,16121.006153
820.0,4977,16141.820371
570.0,3367,16155.821222
315.0,2571,16167.117253
1150.0,6197,16193.852607
385.0,2555,16204.601345
1345.0,7638,16237.290456
600.0,3649,16253.231227
600.0,3947,16269.779413
575.0,3178,16282.995065
745.0,3745,16298.563738
905.0,5881,16323.540393
725.0,3533,16338.191671
570.0,4103,16355.313078
545.0,3391,16369.291291
600.0,4071,16386.375451
570.0,3251,16400.014555
605.0,3503,16414.887559
900.0,6301,16442.144007
600.0,3979,16458.485562
575.0,4845,16479.102676
775.0,3834,16495.020863
1035.0,6125,16520.550949
1415.0,6375,16546.819977
555.0,3457,16561.29209
1210.0,7025,16590.811064
740.0,3699,16607.299025
570.0,3187,16620.602256
570.0,3713,16635.858159
875.0,4321,16653.981223
605.0,3565,16668.789779
575.0,3587,16683.673329
600.0,4205,16701.353576
1265.0,6761,16729.896472
600.0,3817,16745.830512
600.0,4433,16764.00428
545.0,2953,16776.218034
1015.0,6085,16802.530893
605.0,3957,16819.460725
570.0,3315,16833.485443
575.0,3633,16848.689862
575.0,3422,16863.064406
575.0,2739,16874.632819
1295.0,6155,16900.813149
600.0,3765,16916.541531
600.0,3213,16929.840446
600.0,3867,16970.821835
820.0,5355,16993.104562
600.0,3473,17007.521374
1085.0,5011,17028.555974
600.0,4311,17046.350514
545.0,3761,17061.832756
600.0,3629,17077.781058
800.0,3209,17091.647555
605.0,3639,17106.838978
570.0,3514,17121.52773
540.0,3521,17136.09617
470.0,2965,17149.459006
575.0,3768,17165.402236
1160.0,6197,17191.241759
540.0,2974,17203.723842
575.0,4103,17220.456516
600.0,4597,17239.786776
600.0,4369,17258.16039
605.0,3729,17273.730986
775.0,5229,17295.536807
800.0,3983,17312.15156
305.0,2249,17321.733167
465.0,3763,17338.587786
950.0,5675,17362.163202
525.0,4008,17378.565027
600.0,3709,17394.292285
600.0,3929,17410.618169
570.0,3787,17426.272405
550.0,3251,17439.826618
455.0,2817,17451.570883
515.0,2821,17463.804306
600.0,3845,17479.875772
1430.0,8379,17515.772591
575.0,4100,17532.843364
600.0,3745,17548.67341
1020.0,6097,17573.802196
600.0,3361,17587.745327
1275.0,7027,17616.922662
570.0,3841,17632.861065
545.0,3939,17649.13525
775.0,3088,17662.421042
600.0,4209,17680.093466
555.0,3699,17696.435724
600.0,3605,17711.343917
555.0,3664,17726.559306
575.0,3325,17741.019795
570.0,3008,17753.660761
515.0,3127,17766.6918
600.0,4389,17784.772348
500.0,3073,17797.676958
600.0,3293,17811.670189
580.0,3059,17824.40309
545.0,3723,17839.72666
540.0,3593,17854.555681
860.0,5099,17876.951149
600.0,3781,17892.749825
545.0,3969,17909.398681
600.0,3097,17922.192821
515.0,3063,17935.263102
790.0,4347,17953.179488
740.0,2917,17965.376786
570.0,3140,17978.809773
545.0,3105,17992.022024
605.0,4037,18009.013875
605.0,3425,18023.279485
575.0,3201,18036.558636
590.0,3072,18049.890256
490.0,3875,18066.600704
515.0,3969,18083.838211
570.0,4381,18102.224798
600.0,4453,18120.593652
600.0,3983,18137.434886
575.0,3073,18150.186728
1045.0,5307,18171.97736
600.0,3433,18186.287131
500.0,3427,18200.507909
575.0,3065,18213.545238
600.0,3823,18229.832005
570.0,3841,18246.046889
755.0,3808,18261.648608
205.0,1969,18270.165739
555.0,2910,18282.225564
775.0,3874,18298.177714
1065.0,5993,18323.123194
600.0,3377,18337.238698
1315.0,5741,18360.878852
1175.0,5241,18382.554188
530.0,3093,18395.444294
805.0,2873,18407.201532
600.0,3377,18422.19702
500.0,3177,18435.564284
575.0,3607,18450.432075
375.0,2491,18460.777028
520.0,3276,18474.281898
600.0,4309,18492.386831
905.0,6383,18518.578239
600.0,3293,18532.332685
600.0,3525,18546.693774
575.0,3677,18562.096093
605.0,3343,18575.892283
